Order ID,Order Date,Customer,City,Country,Product Name,Product Category,Unit Price,Quantity,Discount,Freight,Sales Rep
10282,8/15/1996,Romero y tomillo,Madrid,Spain,Ravioli Angelo,Grains/Cereals,15.6,2,0,12.69,Margaret Peacock
10283,8/16/1996,LILA-Supermercado,Barquisimeto,Venezuela,Genen Shouyu,Condiments,12.4,20,0,84.81,Janet Leverling
10283,8/16/1996,LILA-Supermercado,Barquisimeto,Venezuela,Teatime Chocolate Biscuits,Confections,7.3,18,0,84.81,Janet Leverling
10283,8/16/1996,LILA-Supermercado,Barquisimeto,Venezuela,Camembert Pierrot,Dairy Products,27.2,35,0,84.81,Janet Leverling
10283,8/16/1996,LILA-Supermercado,Barquisimeto,Venezuela,Mozzarella di Giovanni,Dairy Products,27.8,3,0,84.81,Janet Leverling
10284,8/19/1996,Lehmanns Marktstand,Frankfurt a.M.,Germany,Schoggi Schokolade,Confections,35.1,15,0.25,76.56,Margaret Peacock
10284,8/19/1996,Lehmanns Marktstand,Frankfurt a.M.,Germany,Gula Malacca,Condiments,15.5,21,0,76.56,Margaret Peacock
10284,8/19/1996,Lehmanns Marktstand,Frankfurt a.M.,Germany,Camembert Pierrot,Dairy Products,27.2,20,0.25,76.56,Margaret Peacock
10284,8/19/1996,Lehmanns Marktstand,Frankfurt a.M.,Germany,Laughing Lumberjack Lager,Beverages,11.2,5,0.25,76.56,Margaret Peacock
10285,8/20/1996,QUICK-Stop,Cunewalde,Germany,Chai,Beverages,14.4,45,0.2,76.83,Nancy Davolio
10285,8/20/1996,QUICK-Stop,Cunewalde,Germany,Boston Crab Meat,Seafood,14.7,40,0.2,76.83,Nancy Davolio
10285,8/20/1996,QUICK-Stop,Cunewalde,Germany,Perth Pasties,Meat/Poultry,26.2,36,0.2,76.83,Nancy Davolio
10286,8/21/1996,QUICK-Stop,Cunewalde,Germany,Steeleye Stout,Beverages,14.4,100,0,229.24,Laura Callahan
10286,8/21/1996,QUICK-Stop,Cunewalde,Germany,Tarte au sucre,Confections,39.4,40,0,229.24,Laura Callahan
10287,8/22/1996,Ricardo Adocicados,Rio de Janeiro,Brazil,Pavlova,Confections,13.9,40,0.15,12.76,Laura Callahan
10287,8/22/1996,Ricardo Adocicados,Rio de Janeiro,Brazil,Sasquatch Ale,Beverages,11.2,20,0,12.76,Laura Callahan
10287,8/22/1996,Ricardo Adocicados,Rio de Janeiro,Brazil,Spegesild,Seafood,9.6,15,0.15,12.76,Laura Callahan
10288,8/23/1996,Reggiani Caseifici,Reggio Emilia,Italy,Tourtière,Meat/Poultry,5.9,10,0.1,7.45,Margaret Peacock
10288,8/23/1996,Reggiani Caseifici,Reggio Emilia,Italy,Scottish Longbreads,Confections,10,3,0.1,7.45,Margaret Peacock
10289,8/26/1996,B's Beverages,London,UK,Aniseed Syrup,Condiments,8,30,0,22.77,Robert King
10289,8/26/1996,B's Beverages,London,UK,Wimmers gute Semmelknödel,Grains/Cereals,26.6,9,0,22.77,Robert King
10290,8/27/1996,Comércio Mineiro,Sao Paulo,Brazil,Chef Anton's Gumbo Mix,Condiments,17,20,0,79.7,Laura Callahan
10290,8/27/1996,Comércio Mineiro,Sao Paulo,Brazil,Thüringer Rostbratwurst,Meat/Poultry,99,15,0,79.7,Laura Callahan
10290,8/27/1996,Comércio Mineiro,Sao Paulo,Brazil,Maxilaku,Confections,16,15,0,79.7,Laura Callahan
10290,8/27/1996,Comércio Mineiro,Sao Paulo,Brazil,Original Frankfurter grüne Soße,Condiments,10.4,10,0,79.7,Laura Callahan
10291,8/27/1996,Que Delícia,Rio de Janeiro,Brazil,Konbu,Seafood,4.8,20,0.1,6.4,Michael Suyama
10291,8/27/1996,Que Delícia,Rio de Janeiro,Brazil,Gula Malacca,Condiments,15.5,24,0.1,6.4,Michael Suyama
10291,8/27/1996,Que Delícia,Rio de Janeiro,Brazil,Manjimup Dried Apples,Produce,42.4,2,0.1,6.4,Michael Suyama
10292,8/28/1996,Tradição Hipermercados,Sao Paulo,Brazil,Sir Rodney's Marmalade,Confections,64.8,20,0,1.35,Nancy Davolio
10293,8/29/1996,Tortuga Restaurante,México D.F.,Mexico,Carnarvon Tigers,Seafood,50,12,0,21.18,Nancy Davolio
10293,8/29/1996,Tortuga Restaurante,México D.F.,Mexico,Guaraná Fantástica,Beverages,3.6,10,0,21.18,Nancy Davolio
10293,8/29/1996,Tortuga Restaurante,México D.F.,Mexico,Vegie-spread,Condiments,35.1,5,0,21.18,Nancy Davolio
10293,8/29/1996,Tortuga Restaurante,México D.F.,Mexico,Rhönbräu Klosterbier,Beverages,6.2,6,0,21.18,Nancy Davolio
10294,8/30/1996,Rattlesnake Canyon Grocery,Albuquerque,USA,Chai,Beverages,14.4,18,0,147.26,Margaret Peacock
10294,8/30/1996,Rattlesnake Canyon Grocery,Albuquerque,USA,Alice Mutton,Meat/Poultry,31.2,15,0,147.26,Margaret Peacock
10294,8/30/1996,Rattlesnake Canyon Grocery,Albuquerque,USA,Ipoh Coffee,Beverages,36.8,15,0,147.26,Margaret Peacock
10294,8/30/1996,Rattlesnake Canyon Grocery,Albuquerque,USA,Camembert Pierrot,Dairy Products,27.2,21,0,147.26,Margaret Peacock
10294,8/30/1996,Rattlesnake Canyon Grocery,Albuquerque,USA,Rhönbräu Klosterbier,Beverages,6.2,6,0,147.26,Margaret Peacock
10295,9/2/1996,Vins et alcools Chevalier,Reims,France,Gnocchi di nonna Alice,Grains/Cereals,30.4,4,0,1.15,Andrew Fuller
10296,9/3/1996,LILA-Supermercado,Barquisimeto,Venezuela,Queso Cabrales,Dairy Products,16.8,12,0,0.12,Michael Suyama
10296,9/3/1996,LILA-Supermercado,Barquisimeto,Venezuela,Pavlova,Confections,13.9,30,0,0.12,Michael Suyama
10296,9/3/1996,LILA-Supermercado,Barquisimeto,Venezuela,Gudbrandsdalsost,Dairy Products,28.8,15,0,0.12,Michael Suyama
10297,9/4/1996,Blondesddsl père et fils,Strasbourg,France,Chartreuse verte,Beverages,14.4,60,0,5.74,Steven Buchanan
10297,9/4/1996,Blondesddsl père et fils,Strasbourg,France,Mozzarella di Giovanni,Dairy Products,27.8,20,0,5.74,Steven Buchanan
10298,9/5/1996,Hungry Owl All-Night Grocers,Cork,Ireland,Chang,Beverages,15.2,40,0,168.22,Michael Suyama
10298,9/5/1996,Hungry Owl All-Night Grocers,Cork,Ireland,Inlagd Sill,Seafood,15.2,40,0.25,168.22,Michael Suyama
10298,9/5/1996,Hungry Owl All-Night Grocers,Cork,Ireland,Raclette Courdavault,Dairy Products,44,30,0.25,168.22,Michael Suyama
10298,9/5/1996,Hungry Owl All-Night Grocers,Cork,Ireland,Tarte au sucre,Confections,39.4,15,0,168.22,Michael Suyama
10299,9/6/1996,Ricardo Adocicados,Rio de Janeiro,Brazil,Teatime Chocolate Biscuits,Confections,7.3,15,0,29.76,Margaret Peacock
10299,9/6/1996,Ricardo Adocicados,Rio de Janeiro,Brazil,Outback Lager,Beverages,12,20,0,29.76,Margaret Peacock
10300,9/9/1996,Magazzini Alimentari Riuniti,Bergamo,Italy,Louisiana Hot Spiced Okra,Condiments,13.6,30,0,17.68,Andrew Fuller
10300,9/9/1996,Magazzini Alimentari Riuniti,Bergamo,Italy,Scottish Longbreads,Confections,10,20,0,17.68,Andrew Fuller
10301,9/9/1996,Die Wandernde Kuh,Stuttgart,Germany,Boston Crab Meat,Seafood,14.7,10,0,45.08,Laura Callahan
10301,9/9/1996,Die Wandernde Kuh,Stuttgart,Germany,Gnocchi di nonna Alice,Grains/Cereals,30.4,20,0,45.08,Laura Callahan
10302,9/10/1996,Suprêmes délices,Charleroi,Belgium,Alice Mutton,Meat/Poultry,31.2,40,0,6.27,Margaret Peacock
10302,9/10/1996,Suprêmes délices,Charleroi,Belgium,Rössle Sauerkraut,Produce,36.4,28,0,6.27,Margaret Peacock
10302,9/10/1996,Suprêmes délices,Charleroi,Belgium,Ipoh Coffee,Beverages,36.8,12,0,6.27,Margaret Peacock
10303,9/11/1996,Godos Cocina Típica,Sevilla,Spain,Boston Crab Meat,Seafood,14.7,40,0.1,107.83,Robert King
10303,9/11/1996,Godos Cocina Típica,Sevilla,Spain,Louisiana Fiery Hot Pepper Sauce,Condiments,16.8,30,0.1,107.83,Robert King
10303,9/11/1996,Godos Cocina Típica,Sevilla,Spain,Scottish Longbreads,Confections,10,15,0.1,107.83,Robert King
10304,9/12/1996,Tortuga Restaurante,México D.F.,Mexico,Maxilaku,Confections,16,30,0,63.79,Nancy Davolio
10304,9/12/1996,Tortuga Restaurante,México D.F.,Mexico,Raclette Courdavault,Dairy Products,44,10,0,63.79,Nancy Davolio
10304,9/12/1996,Tortuga Restaurante,México D.F.,Mexico,Flotemysost,Dairy Products,17.2,2,0,63.79,Nancy Davolio
10305,9/13/1996,Old World Delicatessen,Anchorage,USA,Carnarvon Tigers,Seafood,50,25,0.1,257.62,Laura Callahan
10305,9/13/1996,Old World Delicatessen,Anchorage,USA,Thüringer Rostbratwurst,Meat/Poultry,99,25,0.1,257.62,Laura Callahan
10305,9/13/1996,Old World Delicatessen,Anchorage,USA,Chartreuse verte,Beverages,14.4,30,0.1,257.62,Laura Callahan
10306,9/16/1996,Romero y tomillo,Madrid,Spain,Nord-Ost Matjeshering,Seafood,20.7,10,0,7.56,Nancy Davolio
10306,9/16/1996,Romero y tomillo,Madrid,Spain,Perth Pasties,Meat/Poultry,26.2,10,0,7.56,Nancy Davolio
10306,9/16/1996,Romero y tomillo,Madrid,Spain,Tourtière,Meat/Poultry,5.9,5,0,7.56,Nancy Davolio
10307,9/17/1996,Lonesome Pine Restaurant,Portland,USA,Tarte au sucre,Confections,39.4,10,0,0.56,Andrew Fuller
10307,9/17/1996,Lonesome Pine Restaurant,Portland,USA,Scottish Longbreads,Confections,10,3,0,0.56,Andrew Fuller
10308,9/18/1996,Ana Trujillo Emparedados y helados,México D.F.,Mexico,Gudbrandsdalsost,Dairy Products,28.8,1,0,1.61,Robert King
10308,9/18/1996,Ana Trujillo Emparedados y helados,México D.F.,Mexico,Outback Lager,Beverages,12,5,0,1.61,Robert King
10309,9/19/1996,Hungry Owl All-Night Grocers,Cork,Ireland,Chef Anton's Cajun Seasoning,Condiments,17.6,20,0,47.3,Janet Leverling
10309,9/19/1996,Hungry Owl All-Night Grocers,Cork,Ireland,Grandma's Boysenberry Spread,Condiments,20,30,0,47.3,Janet Leverling
10309,9/19/1996,Hungry Owl All-Night Grocers,Cork,Ireland,Singaporean Hokkien Fried Mee,Grains/Cereals,11.2,2,0,47.3,Janet Leverling
10309,9/19/1996,Hungry Owl All-Night Grocers,Cork,Ireland,Ipoh Coffee,Beverages,36.8,20,0,47.3,Janet Leverling
10309,9/19/1996,Hungry Owl All-Night Grocers,Cork,Ireland,Flotemysost,Dairy Products,17.2,3,0,47.3,Janet Leverling
10310,9/20/1996,The Big Cheese,Portland,USA,Pavlova,Confections,13.9,10,0,17.52,Laura Callahan
10310,9/20/1996,The Big Cheese,Portland,USA,Tarte au sucre,Confections,39.4,5,0,17.52,Laura Callahan
10311,9/20/1996,Du monde entier,Nantes,France,Singaporean Hokkien Fried Mee,Grains/Cereals,11.2,6,0,24.69,Nancy Davolio
10311,9/20/1996,Du monde entier,Nantes,France,Gudbrandsdalsost,Dairy Products,28.8,7,0,24.69,Nancy Davolio
10312,9/23/1996,Die Wandernde Kuh,Stuttgart,Germany,Rössle Sauerkraut,Produce,36.4,4,0,40.26,Andrew Fuller
10312,9/23/1996,Die Wandernde Kuh,Stuttgart,Germany,Ipoh Coffee,Beverages,36.8,24,0,40.26,Andrew Fuller
10312,9/23/1996,Die Wandernde Kuh,Stuttgart,Germany,Perth Pasties,Meat/Poultry,26.2,20,0,40.26,Andrew Fuller
10312,9/23/1996,Die Wandernde Kuh,Stuttgart,Germany,Rhönbräu Klosterbier,Beverages,6.2,10,0,40.26,Andrew Fuller
10313,9/24/1996,QUICK-Stop,Cunewalde,Germany,Inlagd Sill,Seafood,15.2,12,0,1.96,Andrew Fuller
10314,9/25/1996,Rattlesnake Canyon Grocery,Albuquerque,USA,Mascarpone Fabioli,Dairy Products,25.6,40,0.1,74.16,Nancy Davolio
10314,9/25/1996,Rattlesnake Canyon Grocery,Albuquerque,USA,Escargots de Bourgogne,Seafood,10.6,30,0.1,74.16,Nancy Davolio
10314,9/25/1996,Rattlesnake Canyon Grocery,Albuquerque,USA,Tarte au sucre,Confections,39.4,25,0.1,74.16,Nancy Davolio
10315,9/26/1996,Island Trading,Cowes,UK,Sasquatch Ale,Beverages,11.2,14,0,41.76,Margaret Peacock
10315,9/26/1996,Island Trading,Cowes,UK,Outback Lager,Beverages,12,30,0,41.76,Margaret Peacock
10316,9/27/1996,Rattlesnake Canyon Grocery,Albuquerque,USA,Jack's New England Clam Chowder,Seafood,7.7,10,0,150.15,Nancy Davolio
10316,9/27/1996,Rattlesnake Canyon Grocery,Albuquerque,USA,Tarte au sucre,Confections,39.4,70,0,150.15,Nancy Davolio
10317,9/30/1996,Lonesome Pine Restaurant,Portland,USA,Chai,Beverages,14.4,20,0,12.69,Michael Suyama
10318,10/1/1996,Island Trading,Cowes,UK,Jack's New England Clam Chowder,Seafood,7.7,20,0,4.73,Laura Callahan
10318,10/1/1996,Island Trading,Cowes,UK,Lakkalikööri,Beverages,14.4,6,0,4.73,Laura Callahan
10319,10/2/1996,Tortuga Restaurante,México D.F.,Mexico,Alice Mutton,Meat/Poultry,31.2,8,0,64.5,Robert King
10319,10/2/1996,Tortuga Restaurante,México D.F.,Mexico,Rössle Sauerkraut,Produce,36.4,14,0,64.5,Robert King
10319,10/2/1996,Tortuga Restaurante,México D.F.,Mexico,Lakkalikööri,Beverages,14.4,30,0,64.5,Robert King
10320,10/3/1996,Wartian Herkku,Oulu,Finland,Flotemysost,Dairy Products,17.2,30,0,34.57,Steven Buchanan
10321,10/3/1996,Island Trading,Cowes,UK,Steeleye Stout,Beverages,14.4,10,0,3.43,Janet Leverling
10322,10/4/1996,Pericles Comidas clásicas,México D.F.,Mexico,Filo Mix,Grains/Cereals,5.6,20,0,0.4,Robert King
10323,10/7/1996,Königlich Essen,Brandenburg,Germany,Genen Shouyu,Condiments,12.4,5,0,4.88,Margaret Peacock
10323,10/7/1996,Königlich Essen,Brandenburg,Germany,NuNuCa Nuß-Nougat-Creme,Confections,11.2,4,0,4.88,Margaret Peacock
10323,10/7/1996,Königlich Essen,Brandenburg,Germany,Chartreuse verte,Beverages,14.4,4,0,4.88,Margaret Peacock
10324,10/8/1996,Save-a-lot Markets,Boise,USA,Pavlova,Confections,13.9,21,0.15,214.27,Anne Dodsworth
10324,10/8/1996,Save-a-lot Markets,Boise,USA,Steeleye Stout,Beverages,14.4,70,0.15,214.27,Anne Dodsworth
10324,10/8/1996,Save-a-lot Markets,Boise,USA,Spegesild,Seafood,9.6,30,0,214.27,Anne Dodsworth
10324,10/8/1996,Save-a-lot Markets,Boise,USA,Raclette Courdavault,Dairy Products,44,40,0.15,214.27,Anne Dodsworth
10324,10/8/1996,Save-a-lot Markets,Boise,USA,Vegie-spread,Condiments,35.1,80,0.15,214.27,Anne Dodsworth
10325,10/9/1996,Königlich Essen,Brandenburg,Germany,Grandma's Boysenberry Spread,Condiments,20,6,0,64.86,Nancy Davolio
10325,10/9/1996,Königlich Essen,Brandenburg,Germany,Konbu,Seafood,4.8,12,0,64.86,Nancy Davolio
10325,10/9/1996,Königlich Essen,Brandenburg,Germany,Tofu,Produce,18.6,9,0,64.86,Nancy Davolio
